datetime,x1,x2,f1,pid,host,time
2023-05-24 01:26:35.144669,2.0117927,41547.8537,15.8855192,11703.0,gra135,2023-05-24 01:26:35.144669
2023-05-24 01:26:37.340215,7.48165013,83614.6548,51.9881852,11703.0,gra135,2023-05-24 01:26:37.340215
2023-05-24 01:26:39.603839,2.85463071,17144.8545,0.486909023,11703.0,gra135,2023-05-24 01:26:39.603839
2023-05-24 01:26:41.864620,1.58965642,42133.4208,29.4663411,11703.0,gra135,2023-05-24 01:26:41.864620
2023-05-24 01:26:44.005977,8.92484232,2456.30416,75.8538631,11703.0,gra135,2023-05-24 01:26:44.005977
2023-05-24 01:26:46.224519,1.08113495,88493.5405,49.3009779,11703.0,gra135,2023-05-24 01:26:46.224519
2023-05-24 01:26:48.450747,2.64862691,49285.3601,14.0538995,11703.0,gra135,2023-05-24 01:26:48.450747
2023-05-24 01:26:50.656169,8.2775371,37133.5238,66.2250183,11703.0,gra135,2023-05-24 01:26:50.656169
2023-05-24 01:26:52.813446,3.85801646,97985.7667,25.3676166,11703.0,gra135,2023-05-24 01:26:52.813446
2023-05-24 01:26:55.018213,3.73785459,71939.8139,20.5682854,11703.0,gra135,2023-05-24 01:26:55.018213
2023-05-24 01:26:57.158631,5.37805349,73869.0535,3.03062949,11703.0,gra135,2023-05-24 01:26:57.158631
2023-05-24 01:26:59.310746,0.714397465,98617.2214,52.9683528,11703.0,gra135,2023-05-24 01:26:59.310746
2023-05-24 01:27:01.461150,5.01681208,30269.6718,28.2756912,11703.0,gra135,2023-05-24 01:27:01.461150
2023-05-24 01:27:03.591734,7.2989542,20190.5446,57.9984613,11703.0,gra135,2023-05-24 01:27:03.591734
2023-05-24 01:27:05.814382,4.5509952,60582.7442,22.671179,11703.0,gra135,2023-05-24 01:27:05.814382
2023-05-24 01:27:08.037091,2.40189246,15399.1577,1.2976005,11703.0,gra135,2023-05-24 01:27:08.037091
2023-05-24 01:27:10.231693,9.82707172,76535.1795,79.4910646,11703.0,gra135,2023-05-24 01:27:10.231693
2023-05-24 01:27:12.441544,4.23940333,50531.2205,19.3785192,11703.0,gra135,2023-05-24 01:27:12.441544
2023-05-24 01:27:14.620719,2.68311342,54596.606,14.8414606,11703.0,gra135,2023-05-24 01:27:14.620719
2023-05-24 01:27:16.795083,2.39082624,77645.2562,14.3713826,11703.0,gra135,2023-05-24 01:27:16.795083
2023-05-24 01:27:19.006102,0.28325336,62663.0281,57.2797939,11703.0,gra135,2023-05-24 01:27:19.006102
2023-05-24 01:27:21.172794,1.8124843,85481.2934,40.2724607,11703.0,gra135,2023-05-24 01:27:21.172794
2023-05-24 01:27:23.479374,6.74758893,50491.5269,46.2760681,11703.0,gra135,2023-05-24 01:27:23.479374
2023-05-24 01:27:25.710200,1.30475255,22385.721,25.7655975,11703.0,gra135,2023-05-24 01:27:25.710200
2023-05-24 01:27:27.917533,9.38854893,50883.1868,77.0467882,11703.0,gra135,2023-05-24 01:27:27.917533
2023-05-24 01:27:30.204130,9.64602781,40509.9616,81.0447843,11703.0,gra135,2023-05-24 01:27:30.204130
2023-05-24 01:27:32.367314,4.30145884,62044.053,21.1178495,11703.0,gra135,2023-05-24 01:27:32.367314
2023-05-24 01:27:34.579545,9.65365265,56083.9522,79.468202,11703.0,gra135,2023-05-24 01:27:34.579545
2023-05-24 01:27:36.764250,0.401052305,92632.6307,56.1018044,11703.0,gra135,2023-05-24 01:27:36.764250
2023-05-24 01:27:38.963287,6.22234754,96031.9292,3.86499673,11703.0,gra135,2023-05-24 01:27:38.963287
2023-05-24 01:27:41.135420,7.40417707,83696.6141,51.1107444,11703.0,gra135,2023-05-24 01:27:41.135420
2023-05-24 01:27:43.453307,6.96520423,18147.1206,54.6875951,11703.0,gra135,2023-05-24 01:27:43.453307
2023-05-24 01:27:45.610394,4.25523793,74964.4853,22.6810506,11703.0,gra135,2023-05-24 01:27:45.610394
2023-05-24 01:27:47.784011,0.646934654,36474.812,53.6429809,11703.0,gra135,2023-05-24 01:27:47.784011
2023-05-24 01:27:49.971688,9.05318031,93283.9559,69.2842808,11703.0,gra135,2023-05-24 01:27:49.971688
2023-05-24 01:27:52.114551,4.73456565,18341.8624,27.7386979,11703.0,gra135,2023-05-24 01:27:52.114551
2023-05-24 01:27:54.371904,0.836647265,92790.7301,51.7458548,11703.0,gra135,2023-05-24 01:27:54.371904
2023-05-24 01:27:56.581620,8.00686305,76267.7879,58.5146021,11703.0,gra135,2023-05-24 01:27:56.581620
2023-05-24 01:27:59.124320,3.55229056,97677.7315,23.5431024,11703.0,gra135,2023-05-24 01:27:59.124320
2023-05-24 01:28:01.414474,2.12944102,42959.8307,14.720328,11703.0,gra135,2023-05-24 01:28:01.414474
2023-05-24 01:28:03.579840,9.91290227,43491.3935,83.6469289,11703.0,gra135,2023-05-24 01:28:03.579840
2023-05-24 01:28:05.677390,9.38597668,13692.4324,80.4102762,11703.0,gra135,2023-05-24 01:28:05.677390
2023-05-24 01:28:16.155611,3.27151256,26862.8389,0.937898861,11718.0,gra135,2023-05-24 01:28:16.155611
2023-05-24 01:28:16.225677,2.84772028,47808.6386,14.0548613,11717.0,gra135,2023-05-24 01:28:16.225677
2023-05-24 01:28:16.296626,9.30117571,69722.673,74.0764364,11719.0,gra135,2023-05-24 01:28:16.296626
2023-05-24 01:28:16.403774,3.45959713,42478.9421,13.3434809,11716.0,gra135,2023-05-24 01:28:16.403774
2023-05-24 01:28:21.462176,10.0,64889.8306,82.4844139,11718.0,gra135,2023-05-24 01:28:21.462176
2023-05-24 01:28:21.524839,7.58832033,48198.5608,56.6054259,11717.0,gra135,2023-05-24 01:28:21.524839
2023-05-24 01:28:21.620045,10.0,87804.8176,80.5222695,11719.0,gra135,2023-05-24 01:28:21.620045
2023-05-24 01:28:21.653601,9.91269503,37531.3924,84.2175063,11716.0,gra135,2023-05-24 01:28:21.653601
2023-05-24 01:28:26.983072,0.1,93742.1018,59.1123275,11716.0,gra135,2023-05-24 01:28:26.983072
2023-05-24 01:28:27.309218,4.69602781,56545.9516,2.35275416,11718.0,gra135,2023-05-24 01:28:27.309218
2023-05-24 01:28:27.441167,2.6078443,89637.8486,15.7077916,11717.0,gra135,2023-05-24 01:28:27.441167
2023-05-24 01:28:27.512922,1.52632114,59697.9928,42.9496121,11719.0,gra135,2023-05-24 01:28:27.512922
2023-05-24 01:28:32.839462,6.3074981,72932.6091,3.94997728,11716.0,gra135,2023-05-24 01:28:32.839462
2023-05-24 01:28:33.256327,7.22139026,33238.1339,54.6415578,11718.0,gra135,2023-05-24 01:28:33.256327
2023-05-24 01:28:33.370887,5.76830013,64044.2666,3.40063879,11717.0,gra135,2023-05-24 01:28:33.370887
2023-05-24 01:28:33.447254,4.22807405,11722.5193,23.8647229,11719.0,gra135,2023-05-24 01:28:33.447254
2023-05-24 01:28:38.003488,9.12557456,58151.9419,73.2590725,11716.0,gra135,2023-05-24 01:28:38.003488
2023-05-24 01:28:38.670152,7.59746656,26454.3323,60.2387067,11718.0,gra135,2023-05-24 01:28:38.670152
2023-05-24 01:28:38.855858,8.52153974,47551.9873,67.576074,11717.0,gra135,2023-05-24 01:28:38.855858
2023-05-24 01:28:38.945102,5.47554236,43001.046,32.0061724,11719.0,gra135,2023-05-24 01:28:38.945102
2023-05-24 01:28:43.186049,3.10373385,86999.5856,19.1161661,11716.0,gra135,2023-05-24 01:28:43.186049
2023-05-24 01:28:43.977771,0.1,100000.0,59.1123275,11718.0,gra135,2023-05-24 01:28:43.977771
2023-05-24 01:28:44.291191,6.24107637,75264.512,3.87352509,11717.0,gra135,2023-05-24 01:28:44.291191
2023-05-24 01:28:44.378201,0.803598019,63389.9461,52.0763473,11719.0,gra135,2023-05-24 01:28:44.378201
2023-05-24 01:28:47.610803,4.07209004,90242.2668,24.7195727,11716.0,gra135,2023-05-24 01:28:47.610803
2023-05-24 01:28:48.893108,5.98456287,100000.0,36.6926131,11718.0,gra135,2023-05-24 01:28:48.893108
2023-05-24 01:28:49.262920,4.14883143,43803.6983,1.80750717,11719.0,gra135,2023-05-24 01:28:49.262920
2023-05-24 01:28:49.367473,4.08359811,99554.7771,26.2952834,11717.0,gra135,2023-05-24 01:28:49.367473
2023-05-24 01:28:52.058710,3.08335149,94240.3159,18.8382295,11716.0,gra135,2023-05-24 01:28:52.058710
2023-05-24 01:28:53.867540,5.45589147,100000.0,32.5442256,11718.0,gra135,2023-05-24 01:28:53.867540
2023-05-24 01:28:54.229367,6.52959289,50578.9952,43.6620483,11719.0,gra135,2023-05-24 01:28:54.229367
2023-05-24 01:28:54.296058,5.67928389,62647.192,3.31015728,11717.0,gra135,2023-05-24 01:28:54.296058
2023-05-24 01:28:57.057155,5.66439746,100000.0,34.1073388,11716.0,gra135,2023-05-24 01:28:57.057155
2023-05-24 01:28:58.919574,8.69107191,54887.9044,68.633814,11718.0,gra135,2023-05-24 01:28:58.919574
2023-05-24 01:28:59.411512,8.1435686,40326.4279,64.2317974,11717.0,gra135,2023-05-24 01:28:59.411512
2023-05-24 01:28:59.475495,6.39744013,85209.559,4.02289309,11719.0,gra135,2023-05-24 01:28:59.475495
2023-05-24 01:29:02.163679,6.20346965,10565.9531,47.9179718,11716.0,gra135,2023-05-24 01:29:02.163679
2023-05-24 01:29:04.026303,6.3844439,53709.5867,41.5855567,11718.0,gra135,2023-05-24 01:29:04.026303
2023-05-24 01:29:04.848253,6.39128888,57682.9933,41.2988063,11717.0,gra135,2023-05-24 01:29:04.848253
2023-05-24 01:29:04.988309,6.76093049,60019.9228,45.4016516,11719.0,gra135,2023-05-24 01:29:04.988309
2023-05-24 01:29:06.908223,2.3489542,4062.54587,3.13162297,11716.0,gra135,2023-05-24 01:29:06.908223
2023-05-24 01:29:09.365897,3.18924391,75215.5959,19.6999562,11718.0,gra135,2023-05-24 01:29:09.365897
2023-05-24 01:29:10.067502,4.38956458,52229.5248,2.06982616,11717.0,gra135,2023-05-24 01:29:10.067502
2023-05-24 01:29:10.277756,4.37849855,71974.2184,22.8642345,11719.0,gra135,2023-05-24 01:29:10.277756
2023-05-24 01:29:11.576551,0.434707527,88477.9231,55.7652522,11716.0,gra135,2023-05-24 01:29:11.576551
2023-05-24 01:29:14.190446,4.10318031,100000.0,26.4053787,11718.0,gra135,2023-05-24 01:29:14.190446
2023-05-24 01:29:14.783591,2.47591739,51065.1579,12.8896388,11717.0,gra135,2023-05-24 01:29:14.783591
2023-05-24 01:29:15.136093,2.06564509,53004.6523,16.2985303,11719.0,gra135,2023-05-24 01:29:15.136093
2023-05-24 01:29:15.934207,5.20192434,23015.9262,32.3032905,11716.0,gra135,2023-05-24 01:29:15.934207
2023-05-24 01:29:18.763504,5.65665769,68291.8624,3.28146947,11718.0,gra135,2023-05-24 01:29:18.763504
2023-05-24 01:29:19.320765,6.18814371,59099.8845,38.8555916,11717.0,gra135,2023-05-24 01:29:19.320765
2023-05-24 01:29:19.811636,6.59096331,64435.18,43.0761359,11719.0,gra135,2023-05-24 01:29:19.811636
2023-05-24 01:29:21.169833,5.84317563,26585.1795,39.4302321,11716.0,gra135,2023-05-24 01:29:21.169833
2023-05-24 01:29:24.075825,5.78664727,47768.5798,35.1674672,11718.0,gra135,2023-05-24 01:29:24.075825
2023-05-24 01:29:24.578997,8.81568216,46963.6409,71.0381495,11717.0,gra135,2023-05-24 01:29:24.578997
2023-05-24 01:29:25.202632,5.5804263,523.174779,42.409703,11719.0,gra135,2023-05-24 01:29:25.202632
2023-05-24 01:29:26.248562,5.86100273,21503.3332,40.9658194,11716.0,gra135,2023-05-24 01:29:26.248562
2023-05-24 01:29:29.056616,9.25852062,81232.3983,72.5753951,11718.0,gra135,2023-05-24 01:29:29.056616
2023-05-24 01:29:29.994633,9.40813236,82459.1911,74.1912491,11717.0,gra135,2023-05-24 01:29:29.994633
2023-05-24 01:29:30.613483,7.7554704,54669.7338,57.7496497,11719.0,gra135,2023-05-24 01:29:30.613483
2023-05-24 01:29:31.572440,1.53932403,35714.7698,26.3830443,11716.0,gra135,2023-05-24 01:29:31.572440
2023-05-24 01:29:34.348954,1.4718943,64179.0835,44.8725359,11718.0,gra135,2023-05-24 01:29:34.348954
2023-05-24 01:29:35.415759,1.70132141,43073.7688,24.1466272,11717.0,gra135,2023-05-24 01:29:35.415759
2023-05-24 01:29:35.763801,4.04074137,31679.8149,1.66765189,11719.0,gra135,2023-05-24 01:29:35.763801
2023-05-24 01:29:36.829427,5.16185887,72523.242,2.83877682,11716.0,gra135,2023-05-24 01:29:36.829427
2023-05-24 01:29:39.207968,6.18673329,48970.8475,39.7672078,11718.0,gra135,2023-05-24 01:29:39.207968
2023-05-24 01:29:40.262963,6.77898573,12626.5866,53.7105704,11719.0,gra135,2023-05-24 01:29:40.262963
2023-05-24 01:29:40.389971,7.29676491,66125.7199,51.1216547,11717.0,gra135,2023-05-24 01:29:40.389971
2023-05-24 01:29:41.804138,0.1,25375.2905,59.1123275,11716.0,gra135,2023-05-24 01:29:41.804138
2023-05-24 01:29:44.546791,4.96290227,50109.5418,2.58842424,11718.0,gra135,2023-05-24 01:29:44.546791
2023-05-24 01:29:45.876526,0.919593673,78419.1847,50.9163908,11717.0,gra135,2023-05-24 01:29:45.876526
2023-05-24 01:29:45.942047,0.913264411,40075.4561,50.9796834,11719.0,gra135,2023-05-24 01:29:45.942047
2023-05-24 01:29:47.153866,4.68193996,35531.2934,2.34983431,11716.0,gra135,2023-05-24 01:29:47.153866
2023-05-24 01:29:47.968731,5.86463912,100.0,10000.0,11719.0,gra135,2023-05-24 01:29:47.968731
2023-05-24 01:29:48.660164,7.61584432,6661.10563,62.7634959,11718.0,gra135,2023-05-24 01:29:48.660164
2023-05-24 01:29:50.122571,6.22509663,33664.6548,42.5980329,11717.0,gra135,2023-05-24 01:29:50.122571
2023-05-24 01:29:51.917936,5.96850886,58198.9139,36.4312058,11716.0,gra135,2023-05-24 01:29:51.917936
2023-05-24 01:29:53.015725,4.80853515,100000.0,28.6755326,11719.0,gra135,2023-05-24 01:29:53.015725
2023-05-24 01:29:53.735900,4.52018995,50491.5269,2.16759424,11718.0,gra135,2023-05-24 01:29:53.735900
2023-05-24 01:29:54.598525,4.11397959,69700.5926,21.282935,11717.0,gra135,2023-05-24 01:29:54.598525
2023-05-24 01:29:56.459969,0.664196319,100.0,24.6288608,11716.0,gra135,2023-05-24 01:29:56.459969
2023-05-24 01:29:58.106181,2.93793552,34115.0984,9.39456874,11719.0,gra135,2023-05-24 01:29:58.106181
2023-05-24 01:29:58.735447,2.57163145,27457.4315,6.56706358,11718.0,gra135,2023-05-24 01:29:58.735447
2023-05-24 01:29:59.580167,0.1,3856.96037,59.1123275,11717.0,gra135,2023-05-24 01:29:59.580167
2023-05-24 01:30:00.926066,3.97484232,21366.046,17.0113226,11716.0,gra135,2023-05-24 01:30:00.926066
2023-05-24 01:30:03.157002,4.76139991,40402.5651,2.40420968,11719.0,gra135,2023-05-24 01:30:03.157002
2023-05-24 01:30:03.934337,4.43854893,32625.3644,2.09803483,11718.0,gra135,2023-05-24 01:30:03.934337
2023-05-24 01:30:04.885636,3.14205922,57609.4721,16.7645521,11717.0,gra135,2023-05-24 01:30:04.885636
2023-05-24 01:30:05.933107,3.87742932,53575.8252,17.4437671,11716.0,gra135,2023-05-24 01:30:05.933107
2023-05-24 01:30:07.984104,2.87161562,22352.5624,5.81966315,11719.0,gra135,2023-05-24 01:30:07.984104
2023-05-24 01:30:08.809240,2.64599088,12447.7123,0.271584633,11718.0,gra135,2023-05-24 01:30:08.809240
2023-05-24 01:30:10.413004,3.89876288,48198.1245,16.7305325,11717.0,gra135,2023-05-24 01:30:10.413004
2023-05-24 01:30:11.412600,4.10346042,54791.1117,18.9462915,11716.0,gra135,2023-05-24 01:30:11.412600
2023-05-24 01:30:13.436911,5.72442521,61192.3014,3.36126302,11719.0,gra135,2023-05-24 01:30:13.436911
2023-05-24 01:30:13.843064,2.89932067,45252.2067,13.1831056,11718.0,gra135,2023-05-24 01:30:13.843064
2023-05-24 01:30:15.396835,6.88634605,88913.288,4.52528773,11717.0,gra135,2023-05-24 01:30:15.396835
2023-05-24 01:30:16.122838,3.84255292,54305.8957,17.4213107,11716.0,gra135,2023-05-24 01:30:16.122838
2023-05-24 01:30:18.648333,2.64746656,13774.6247,0.274599972,11718.0,gra135,2023-05-24 01:30:18.648333
2023-05-24 01:30:18.709604,1.83126504,39197.582,18.2295088,11719.0,gra135,2023-05-24 01:30:18.709604
2023-05-24 01:30:20.472470,3.83567779,47000.173,16.1535524,11717.0,gra135,2023-05-24 01:30:20.472470
2023-05-24 01:30:21.276014,3.08305358,78733.268,18.9662818,11716.0,gra135,2023-05-24 01:30:21.276014
2023-05-24 01:30:24.128533,0.354894689,42682.6307,56.5633806,11718.0,gra135,2023-05-24 01:30:24.128533
2023-05-24 01:30:24.194424,1.82766938,43143.3473,19.328403,11719.0,gra135,2023-05-24 01:30:24.194424
2023-05-24 01:30:25.270061,3.63105326,67384.1543,19.441535,11717.0,gra135,2023-05-24 01:30:25.270061
2023-05-24 01:30:26.358027,6.9304687,45805.5019,49.0952266,11716.0,gra135,2023-05-24 01:30:26.358027
2023-05-24 01:30:28.806860,7.10211816,46081.9292,51.1199317,11718.0,gra135,2023-05-24 01:30:28.806860
2023-05-24 01:30:28.954870,7.61127011,44427.4926,57.4212654,11719.0,gra135,2023-05-24 01:30:28.954870
2023-05-24 01:30:29.787794,7.25647104,49604.7771,52.4863517,11717.0,gra135,2023-05-24 01:30:29.787794
2023-05-24 01:30:31.203896,4.77563067,70671.1617,25.2242387,11716.0,gra135,2023-05-24 01:30:31.203896
2023-05-24 01:30:34.927185,6.51482679,91725.7715,4.13970399,11718.0,gra135,2023-05-24 01:30:34.927185
2023-05-24 01:30:35.229433,5.88062991,40691.3196,37.1544361,11719.0,gra135,2023-05-24 01:30:35.229433
2023-05-24 01:30:35.618700,6.62715679,68182.3175,43.2442613,11717.0,gra135,2023-05-24 01:30:35.618700
2023-05-24 01:30:36.558340,7.97926459,80888.2837,57.836041,11716.0,gra135,2023-05-24 01:30:36.558340
2023-05-24 01:30:40.235470,8.6095392,68097.1206,66.2617899,11718.0,gra135,2023-05-24 01:30:40.235470
2023-05-24 01:30:40.537631,5.83010584,47145.4914,35.7410554,11719.0,gra135,2023-05-24 01:30:40.537631
2023-05-24 01:30:40.904004,6.133683,60070.8108,38.1674843,11717.0,gra135,2023-05-24 01:30:40.904004
2023-05-24 01:30:41.734584,2.65449401,45046.7006,13.345921,11716.0,gra135,2023-05-24 01:30:41.734584
2023-05-24 01:30:46.073888,2.67913731,70603.0067,14.7949832,11718.0,gra135,2023-05-24 01:30:46.073888
2023-05-24 01:30:46.134710,4.09845833,61668.7827,19.8921679,11719.0,gra135,2023-05-24 01:30:46.134710
2023-05-24 01:30:46.305134,2.96232933,44658.7926,12.9634689,11717.0,gra135,2023-05-24 01:30:46.305134
2023-05-24 01:30:47.145059,3.39064681,100.0,20.511908,11716.0,gra135,2023-05-24 01:30:47.145059
2023-05-24 01:30:51.625298,5.994401,34096.4646,39.6513662,11718.0,gra135,2023-05-24 01:30:51.625298
2023-05-24 01:30:51.726419,6.85610426,57219.9346,46.8059749,11719.0,gra135,2023-05-24 01:30:51.726419
2023-05-24 01:30:51.858148,6.74488731,60023.7941,45.2074493,11717.0,gra135,2023-05-24 01:30:51.858148
2023-05-24 01:30:52.520087,3.77644817,53329.6316,16.9056878,11716.0,gra135,2023-05-24 01:30:52.520087
2023-05-24 01:30:57.259605,4.04882531,96137.3081,25.6376349,11718.0,gra135,2023-05-24 01:30:57.259605
2023-05-24 01:30:57.316471,2.26807307,30644.1943,11.3985834,11719.0,gra135,2023-05-24 01:30:57.316471
2023-05-24 01:30:57.401889,2.49161933,55473.1827,12.991692,11717.0,gra135,2023-05-24 01:30:57.401889
2023-05-24 01:30:57.917594,4.30291239,8061.92777,26.8911647,11716.0,gra135,2023-05-24 01:30:57.917594
2023-05-24 01:31:02.222490,5.49948649,81938.4287,3.17249067,11718.0,gra135,2023-05-24 01:31:02.222490
2023-05-24 01:31:02.584184,6.62736052,44771.9731,45.6083805,11719.0,gra135,2023-05-24 01:31:02.584184
2023-05-24 01:31:02.611951,6.6011127,56895.0288,43.823191,11717.0,gra135,2023-05-24 01:31:02.611951
2023-05-24 01:31:03.138847,3.72508934,100.0,23.8563333,11716.0,gra135,2023-05-24 01:31:03.138847
2023-05-24 01:31:07.391095,3.77366901,63747.5378,18.9801309,11718.0,gra135,2023-05-24 01:31:07.391095
2023-05-24 01:31:07.949241,6.70037305,52486.2295,45.4700258,11717.0,gra135,2023-05-24 01:31:07.949241
2023-05-24 01:31:08.103434,2.33689022,6911.47666,0.131074486,11719.0,gra135,2023-05-24 01:31:08.103434
2023-05-24 01:31:08.462693,5.98233377,62957.4146,3.63361951,11716.0,gra135,2023-05-24 01:31:08.462693
2023-05-24 01:31:12.228482,9.23418929,100000.0,70.9115496,11718.0,gra135,2023-05-24 01:31:12.228482
2023-05-24 01:31:12.678958,9.44450737,100000.0,73.3048954,11717.0,gra135,2023-05-24 01:31:12.678958
2023-05-24 01:31:12.913591,6.33618737,30533.0374,44.6018829,11719.0,gra135,2023-05-24 01:31:12.913591
2023-05-24 01:31:13.145732,2.92705172,48449.8276,14.1747914,11716.0,gra135,2023-05-24 01:31:13.145732
2023-05-24 01:31:17.622743,2.58723749,47727.7315,13.544054,11718.0,gra135,2023-05-24 01:31:17.622743
2023-05-24 01:31:17.950609,0.507737447,22064.1428,55.034953,11717.0,gra135,2023-05-24 01:31:17.950609
2023-05-24 01:31:18.599782,0.1,100.0,59.1123275,11719.0,gra135,2023-05-24 01:31:18.599782
2023-05-24 01:31:18.767116,4.86576995,61899.976,2.52795386,11716.0,gra135,2023-05-24 01:31:18.767116
2023-05-24 01:31:22.995058,6.18493423,58042.0658,38.8887803,11718.0,gra135,2023-05-24 01:31:22.995058
2023-05-24 01:31:23.194481,5.21570952,80473.4551,29.3153537,11717.0,gra135,2023-05-24 01:31:23.194481
2023-05-24 01:31:23.908346,5.05694955,34199.4605,28.111498,11719.0,gra135,2023-05-24 01:31:23.908346
2023-05-24 01:31:24.147438,3.31709044,12713.0281,10.9334374,11716.0,gra135,2023-05-24 01:31:24.147438
2023-05-24 01:31:27.832540,5.25320183,41334.0259,29.5587077,11718.0,gra135,2023-05-24 01:31:27.832540
2023-05-24 01:31:28.198176,5.84169385,67350.4817,3.47071755,11717.0,gra135,2023-05-24 01:31:28.198176
2023-05-24 01:31:28.830326,4.69176249,34124.8764,23.7504446,11719.0,gra135,2023-05-24 01:31:28.830326
2023-05-24 01:31:28.991126,6.22175847,52618.591,39.7879144,11716.0,gra135,2023-05-24 01:31:28.991126
2023-05-24 01:31:33.184265,6.52607576,56262.0606,43.0130067,11718.0,gra135,2023-05-24 01:31:33.184265
2023-05-24 01:31:33.864081,9.27339501,83614.6548,72.5312088,11717.0,gra135,2023-05-24 01:31:33.864081
2023-05-24 01:31:34.464406,5.08328157,42632.4629,2.74872834,11719.0,gra135,2023-05-24 01:31:34.464406
2023-05-24 01:31:34.742536,1.49487951,43508.0674,36.8658173,11716.0,gra135,2023-05-24 01:31:34.742536
2023-05-24 01:31:38.892319,2.68965678,52752.7714,14.694287,11718.0,gra135,2023-05-24 01:31:38.892319
