,STATION_NUMBER,STATION_NAME,PROV_TERR_STATE_LOC,REGIONAL_OFFICE_ID,HYD_STATUS,SED_STATUS,LATITUDE,LONGITUDE,DRAINAGE_AREA_GROSS,DRAINAGE_AREA_EFFECT,RHBN,REAL_TIME,CONTRIBUTOR_ID,OPERATOR_ID,DATUM_ID
0,05HF003,LAKE DIEFENBAKER AT GARDINER DAM,SK,8,A,,51.280250549316406,-106.83918762207033,136000.0,86900.0,0,1,647,647,70
